nom,adresse,adresse2,adresse3,code_postal,ville,email,tel,fax,web,wgs84
Centre d'art et de culture de l'espace Rachi Guy de Rothschild,"39, rue Broca",,,75005,Paris,,01 43 31 93 66,,http://www.cuture.juive.org,"48.8379284, 2.3478231"
La Sorbonne,"17, rue de la Sorbonne",,,75005,Paris,secretg@univ-paris1.fr,01 44 07 77 06,01 46 34 76 96,http://www.univ-paris1.fr/universite/,"48.8488341, 2.3430945"
Théâtre de la Vieille Grille,"1, rue du Puits de l'Ermite (entrée public)","9, rue Larrey (administration)",,75005,Paris,vieillegrille@gmail.com,01 47 07 22 11,,http://www.vieillegrille.fr,"48.8421677, 2.3535101"
Institut Hongrois,92 rue Bonaparte,,,75006,Paris,info@instituthongrois.fr,01 43 26 06 44,01 43 26 89 92,http://www.instituthongrois.fr,"48.8491787, 2.3326096"
British Council France,9 rue de Constantine,,,75007,Paris,,01 49 55 73 00,01 47 05 77 02,http://www.britishcouncil.org/fr/france.htm,"48.8601846, 2.3149982"
Centre culturel roumain,1 rue de l'Exposition,,,75007,Paris,institut@institut-roumain.org,01 47 05 15 31,01 47 05 15 50,http://www.institut-roumain.org,"48.8581214, 2.3027688"
Espace EDF Electra,"6, rue Récamier",,,75007,Paris,,01 53 63 23 45,,http://fondation.edf.com/,"48.8522346, 2.327984"
Théâtre Adyar,"4, square Rapp",,,75007,Paris,contact@theatre-adyar.fr,01 45 55 67 63,,http://www.theatre-adyar.fr/,"48.8587282, 2.3006611"
Institut culturel bulgare,28 rue de la Boétie,,,75008,Paris,contact@ccbulgarie.com,01 43 59 20 52,01 43 59 20 52,http://www.ccbulgarie.com,"48.873967, 2.315583"
Maison du Danemark,142 avenue des Champs-Élysées,,,75008,Paris,mdd@maisondudanemark.dk,01 44 31 21 21,01 44 31 21 88,http://www.maisondudanemark.dk,"48.8729541, 2.2987248"
Théâtre du Rond-Point,"2 bis, avenue Franklin Roosevelt",,,75008,Paris,,01 44 95 98 00,01 40 75 04 48,http://www.theatredurondpoint.fr,"48.867725, 2.310878"
Athénée - Théâtre Louis Jouvet,Square de l'Opéra Louis Jouvet,"7, rue Boudreau",,75009,Paris,contact@athenee-theatre.com,01 53 05 19 00,01 53 05 19 01,http://www.athenee-theatre.com,"48.8722285, 2.3291574"
Bibliothèque Valeyre à Paris,24 rue de Rochechouart,,,75009,Paris,bibliotheque.valeyre@paris.fr,01 42 85 27 56,,,"48.8781077, 2.3449333"
Centre d'animation Valeyre,"24, rue Rochechouart",,,75009,Paris,cavaleyre@laligue.org,01 48 78 20 12,01 48 78 37 84,,"48.8781077, 2.3449333"
Max Linder Panorama,24 Boulevard Poissonnière,,,75009,Paris,bureaumaxlinder@free.fr,01 48 00 90 24,,http://maxlinder.cine.allocine.fr,"48.8713917, 2.3448744"
Théâtre de l'oeuvre,"55, rue de Clichy",,,75009,Paris,adm@theatredeloeuvre.fr,01 44 53 88 80,01 44 53 88 81,http://www.theatredeloeuvre.fr/,"48.8803626, 2.3290195"
Théâtre La Bruyère,"5, rue La Bruyère",,,75009,Paris,la.bruyere@wanadoo.fr,01 48 74 88 21,01 40 23 94 51,http://www.theatrelabruyere.com/,"48.8789505, 2.3363533"
Alhambra,"21, rue Yves-Toudic",,,75010,Paris,contact@alhambra-paris.com,01 40 20 40 25,01 40 20 40 26,http://www.alhambra-paris.com,"48.8706729, 2.3630652"
l'ARTiC,40 rue de Paradis,,,75010,Paris,info@artic-paris.fr,01 42 78 38 64,,http://articparis.free.fr/,"48.8754651, 2.3506162"
Centre d'animation Jean Verdier,"11, rue de Lancry",,,75010,Paris,information-jv@crl10.net,01 42 03 00 47,01 42 03 23 25,http://www.jeanverdier.com,"48.869387, 2.360108"
New Morning,7 & 9 Rue des Petites Ecuries,,,75010,Paris,newmorning@orange.fr,01 45 23 51 41,,http://www.newmorning.com/pratique,"48.8734054, 2.352719"
Théâtre Comédia,"4, boulevard de Strasbourg",,,75010,Paris,evelyne@soumere.com,01 42 38 34 60,01 44 52 91 95,http://www.theatrecomedia.com,"48.869892, 2.3545707"
Théâtre de la Renaissance,"20, boulevard Saint-Martin",,,75010,Paris,contact@theatredelarenaissance.com,01 42 02 47 35,01 42 03 17 84,http://www.theatredelarenaissance.com,"48.8690494, 2.3563207"
Aktéon Théâtre,"11, rue du Général-Blaise",,,75011,Paris,akteon.theatre@wanadoo.fr,01 43 38 74 62,01 43 38 47 58,http://www.akteon.fr,"48.8617875, 2.3781617"
Bibliothèque Faidherbe à Paris,18 rue Faidherbe,,,75011,Paris,bibliotheque.faidherbe@paris.fr,01 55 25 80 20,,,"48.851579, 2.3840575"
Comédie Nation,"77, rue de Montreuil",,,75011,Paris,contact@comedienation.com,01 48 05 52 44,,http://www.comedienation.com,"48.8484884, 2.3975373"
Kiron Espace,"10, rue La Vacquerie",,,75011,Paris,contact@kiron.fr,01 44 64 11 50,01 43 73 55 10,http://www.kiron.fr,"48.8579917, 2.3852271"
Naxos Bobine,"135, rue de la Roquette",,,75011,Paris,info@naxosbobine.org,06 63 15 19 73,,http://www.naxosbobine.org,"48.8585901, 2.3838337"
Le Réservoir,"16, rue de la Forge Royale",,,75011,Paris,lereservoir@wanadoo.fr,01 43 56 39 60,01 43 56 31 73,http://www.reservoirclub.com,"48.8514624, 2.3806522"
Théâtre Côté cour,"12, rue Edouard Lockroy",,,75011,Paris,theatrecotecour@free.fr,01 47 00 43 55,,http://www.theatrecotecour.com/,"48.86585, 2.3745249"
La Vitrine,"24, rue Moret",,,75011,Paris,,01 43 38 49 65,,http://www.ensapc.fr/lavitrine,"48.8674299, 2.3793209"
Maison rouge,10 boulevard de la bastille,,,75012,Paris,,01 40 01 08 81,01 40 01 08 83,http://www.lamaisonrouge.org/,"48.847334, 2.367529"
OPA,"9, rue Biscornet",,,75012,Paris,opa_paris@yahoo.fr,01 46 28 12 90,,http://www.opa-paris.com,"48.850331, 2.369691"
Théâtre de l'Aquarium,La Cartoucherie,Route du Champ de Manœuvre,,75012,Paris,theatredelaquarium@wanadoo.fr,01 43 74 72 74,01 43 28 13 60,http://www.theatredelaquarium.com,"48.836094, 2.450119"
Théâtre Traversière,"15, rue Traversière",,,75012,Paris,communication@cerpse.com,01 43 41 81 27,01 46 28 80 51,http://www.traversiere.net/,"48.8460581, 2.3711086"
Café Fou,Quai François Mauriac,,,75013,Paris,,01 43 54 19 51,,,"48.8341379, 2.377319"
Centre d'animation Daviel,"24, rue Daviel",,,75013,Paris,,01 45 89 05 99,01 45 89 44 14,,"48.8281802, 2.3447099"
Petit bain,7 Ports de la Gare,"(Au pied de la BnF, à côté de la Piscine Joséphine Baker)",,75013,Paris,contact@petitbain.org,01 43 49 68 92,,http://www.petitbain.org,"48.833008, 2.379376"
Bibliothèque Aimé Césaire à Paris,5 rue de Ridder,,,75014,Paris,bibliotheque.aime-cesaire@paris.fr,01 45 41 24 74,,,"48.8311684, 2.3116801"
L'Entrepôt,"7/9, rue Francis de Pressensé",,,75014,Paris,communication@lentrepot.fr,,01 45 40 07 51,http://www.lentrepot.fr,"48.8338664, 2.3165939"
Théâtre Rive Gauche,"6, rue de la Gaîté",,,75014,Paris,edgartheatre@gmail.com,01 43 22 11 02,01 43 20 37 92,http://www.edgar.fr,"48.8407799, 2.3244134"
Foranim,"48, rue Bargue",,,75015,Paris,accueil@foranim.org,01 47 83 79 59,,http://foranim.org/,"48.8377741, 2.3090004"
Médiathèque Marguerite Yourcenar à Paris,"41, rue d'Alleray",,,75015,Paris,mediatheque.marguerite-yourcenar@paris.fr,01 45 30 71 41,,,"48.8368784, 2.3036346"
Bibliothèque Germaine Tillion à Paris,6 rue du Commandant Schloesing,,,75016,Paris,bibliotheque.germaine-tillion@paris.fr,01 47 04 70 85,,,"48.861891, 2.2846598"
Théâtre national de Chaillot,"1, place du Trocadéro",,,75016,Paris,,01 53 65 31 00,01 47 27 10 31,http://www.theatre-chaillot.fr,"48.8629064, 2.2882512"
Palais des Congrès,"2, place de la Porte Maillot",,,75017,Paris,commercial@palaisdescongres-paris.com,01 40 68 22 22,,http://www.palaisdescongres-paris.com,"48.878988, 2.2820839"
Théâtre Hébertot,"78 bis, boulevard des Batignolles",,,75017,Paris,theatre.hebertot@wanadoo.fr,01 43 87 23 23,01 42 93 72 39,http://www.theatrehebertot.com,"48.882011, 2.319026"
L'Atelier théâtre de Montmartre,"7, rue Coustou",,,75018,Paris,ateliertheatredemontmartre@wanadoo.fr,01 46 06 53 20,,http://www.ateliertheatredemontmartre.com/,"48.8839996, 2.33399"
Élysée Montmartre,"72, boulevard Rochechouart",,,75018,Paris,ccil@elyseemontmartre.com,,01 42 23 46 50,http://www.elyseemontmartre.com,"48.8829464, 2.3437224"
Olympic Café,"20, rue Léon",,,75018,Paris,lmp@rueleon.net,01 42 52 42 63,01 42 52 44 94,http://www.rueleon.net,"48.8878547, 2.3535367"
Le Set de la Butte,"7, rue Pierre Picard",,,75018,Paris,contact@lesetdelabutte.com,,,http://www.lesetdelabutte.com,"48.8846636, 2.3463095"
Théâtre de la Ville - Les Abbesses,"31, rue des Abbesses",,,75018,Paris,,,,http://www.theatredelaville-paris.com,"48.884841, 2.337333"
Théâtre Pixel,"18, rue Championnet",,,75018,Paris,theatrepixel@free.fr,01 42 54 00 92,09 55 18 74 93,http://www.theatrepixel.com,"48.89522, 2.351726"
Art Studio Théâtre,299 rue de Belleville,,,75019,Paris,ast@artstudiotheatre.org,,,http://www.artstudiotheatre.org/,"48.8762965, 2.4026227"
Le 104,"104, rue d'Aubervilliers",,,75019,Paris,contact@104.fr,01 40 05 51 71,01 40 05 54 45,http://www.104.fr,"48.890499, 2.3684991"
Conservatoire de Paris,209 avenue Jean-Jaurès,,,75019,Paris,,01 40 40 45 45,,http://www.cnsmdp.fr/,"48.88896, 2.390939"
FRAC Ile-de-France Le Plateau,place Annah Arendt,,,75019,Paris,,01 76 21 13 41,,http://www.fracidf-leplateau.com/,"48.877678, 2.385733"
Péniche L’antipode,"55, quai de la Seine",,,75019,Paris,,,,http://www.abricadabra.fr/peniche.html,"48.8871395, 2.375465"
Le Trabendo,Parc de la Villette,"211, avenue Jean-Jaurès",,75019,Paris,,01 42 01 12 12,,http://www.trabendo.fr,"48.886706, 2.384424"
Bliothèque Oscar Wilde à Paris,12 rue du Télégraphe,,,75020,Paris,bibliotheque.oscar-wilde@paris.fr,01 43 66 84 29,,,"48.8719783, 2.3999956"
Centre Animation Amandiers,110 rue des Amandiers,,,75020,Paris,amandiers@laligue.org,01 44 62 85 40,01 43 66 49 24,,"48.867958, 2.3887483"
La Maroquinerie,"23, rue Boyer",,,75020,Paris,info@lamaroquinerie.fr,01 40 33 30 60,01 40 33 35 06,http://www.lamaroquinerie.fr,"48.868582, 2.392112"
Théâtre de l'Est Parisien,"159, avenue Gambetta",,,75020,Paris,infos@theatre-estparisien.net,01 40 31 20 96,01 43 64 07 50,http://www.theatre-estparisien.net/,"48.8703681, 2.4031773"
Vingtième Théâtre,"7, rue des Plâtrières",,,75020,Paris,,01 43 66 01 34,01 46 36 76 75,http://www.vingtiemetheatre.com,"48.8678999, 2.389464"
Espace Périphérique,"211, avenue Jean Jaurès",,,75935,Paris cedex 19,espaceperipherique@villette.com,01 40 03 72 83,01 40 03 72 84,,"48.8866647, 2.3844281"
